ImageName,DeltaE00_Orig,MSE_Orig,MAE_Orig,DeltaE76_Orig,DeltaE00_Mod,MSE_Mod,MAE_Mod,DeltaE76_Mod,DynamicK
1000_AS.JPG,5.21898791985506,35.8545562797484,2.92551852421315,4.94014632699396,5.08392818127552,33.0456661664532,2.80894893882016,4.70095554279064,21
1000_F.JPG,2.03552488641961,6.67666950433983,0.729226732946873,1.71217752801844,2.01897908651338,6.66454262931506,0.823274209004095,1.72365448557307,23
1001_AS.JPG,3.74475565070414,29.4419040134375,2.54038448710903,4.36428345893932,3.80062491494133,30.1421254092385,2.56666143100113,4.55283103696978,15
1001_F.JPG,3.73275731372073,31.234763581083,2.31839396364654,4.14326764583466,4.01105459304575,35.0795783500976,2.67940135421311,4.61353054201192,18
1002_AS.JPG,1.64620270350432,3.56277552127324,0.827017945548331,1.48123067033999,1.57386344957619,3.17615600167873,0.719641145077817,1.46628083555433,18
1002_F.JPG,3.74022588367447,29.7022916399093,1.48643271228369,3.25689140559422,4.0322851702856,30.4500732654424,1.55149324875743,3.4295229058658,15
1003_AS.JPG,2.61018949270064,15.0453200117072,1.95310306439651,3.32617078021207,2.48542323041265,13.9423248898631,1.85758244222269,3.14614143325107,14
1003_F.JPG,6.60986089492496,85.5199874524873,4.82631327595697,7.95100029271941,6.77526428364918,88.132787825284,4.94856324611438,8.2118234969095,23
1004_AS.JPG,3.43203061156454,26.3557725959075,3.22920001913262,4.65929496882803,3.48043700243424,27.2238675845895,3.28820289999088,4.74636139373082,19
1004_F.JPG,6.22165343532409,114.352530677666,6.0247660269572,8.87986239244783,6.76327400685768,125.041810718765,6.29188820583443,9.61623187912636,14
1005_AS.JPG,1.89394039533101,5.59018238296747,1.07241316532205,2.1990562401047,2.51003301047131,10.7274377530212,1.43469193633867,3.06547994444801,13
1005_F.JPG,3.37447754541902,25.3307701966971,2.49963001809351,4.03455170671378,3.45615414529369,26.372981500058,2.6577023378369,4.16470937707499,17
1006_AS.JPG,2.23171130101394,12.6819830990542,1.68218617991667,3.06586902259935,2.46240405093686,15.5808309528232,1.86030101339804,3.4345339473608,13
1006_F.JPG,3.71121854219103,34.7133733663286,2.88479496338681,4.87394432755365,3.73467590708415,35.7544301839299,2.96248053275897,4.96376800389255,17
1007_AS.JPG,1.81253992874101,4.75598047973706,1.07205098855658,1.68553397882185,1.79191935550539,4.56172273339066,1.02822549777081,1.74787658045794,14
1007_F.JPG,3.80915101364955,65.6250881500965,2.87926495644583,4.25125827900918,3.83374962491822,64.5956129541132,2.78117096766509,4.20673502504237,17
1008_AS.JPG,6.07741983808908,77.0998692251243,4.59426031132968,7.70650694938825,7.03069327894061,101.468235169418,5.15897662222257,8.84802692793221,16
1008_F.JPG,4.30556732531041,34.1088138637602,2.78829419436116,4.77065690883595,3.9226033276655,27.481986345747,2.57169224629333,4.33850582671097,19
1009_AS.JPG,2.22284740025392,10.2851818553799,1.98236219943076,2.76342300387169,1.99960027375812,8.80653769338711,1.75524777132608,2.43053727378156,14
1009_F.JPG,4.02946308320087,35.4845340446774,3.44099276215732,4.63083416504996,3.90323951709629,34.4688821207015,3.34248717988076,4.47890443580423,15
100_AS.JPG,7.27581277173418,339.768987303999,7.00539732671002,12.83432920156,7.83258421163228,489.732810074679,7.60254872575972,15.0015710325506,24
100_F.JPG,7.82393824997465,340.249516457629,7.05426056255992,13.1489304729442,7.92143636233674,384.834094475895,6.94847914556949,13.9896051326024,24
