ImageName,DeltaE00_Orig,MSE_Orig,MAE_Orig,DeltaE76_Orig,DeltaE00_Mod,MSE_Mod,MAE_Mod,DeltaE76_Mod,DynamicK,Time_Orig,Time_Mod,CV
876_D.JPG,1.35394370378127,3.85672344718562,1.0277552971481,1.43500799405045,1.35394370378127,3.85672344718562,1.0277552971481,1.43500799405045,25,0.2033255,0.187696625,0.02550493
876_S.JPG,2.78796656698796,13.931247937992,2.19126056528519,3.27890631540601,2.7668526260216,13.6839478256469,2.16648836773356,3.24765229640247,24,0.188394458333333,0.182802583333333,0.09073081
877_AS.JPG,4.36878938245652,31.6668019455329,3.08414550426606,5.13958273388432,4.36878938245652,31.6668019455329,3.08414550426606,5.13958273388432,25,0.22237825,0.1990805,0.03313201
877_D.JPG,6.0208619440877,53.2942281918929,4.2889081035818,7.28092680676115,6.0208619440877,53.2942281918929,4.2889081035818,7.28092680676115,25,0.1910175,0.19041025,0.06694819
877_S.JPG,4.46400364625074,46.8691979093208,3.59461897023417,5.6240461709586,4.46400364625074,46.8691979093208,3.59461897023417,5.6240461709586,25,0.215546625,0.205083125,0.07585943
878_AS.JPG,3.09670544775382,16.8865667608367,2.03883893393384,3.93621952824166,3.09670544775382,16.8865667608367,2.03883893393384,3.93621952824166,25,0.212817791666667,0.215194958333333,0.05496961
878_D.JPG,2.77931764528923,12.2874784130739,1.78948202614419,3.4005269537521,2.77931764528923,12.2874784130739,1.78948202614419,3.4005269537521,25,0.194860291666667,0.192291166666667,0.05641474
878_S.JPG,3.14272988302677,38.1557290520278,2.37307983738584,4.27221236677034,3.14272988302677,38.1557290520278,2.37307983738584,4.27221236677034,25,0.19888225,0.203651333333333,0.04942398
879_AS.JPG,8.85558102071372,176.057254472439,6.46043783072156,12.9639580223932,8.85558102071372,176.057254472439,6.46043783072156,12.9639580223932,25,0.210378666666667,0.190582833333333,0.05850356
879_D.JPG,13.4692462595729,351.437680448082,8.9632976532481,18.4532803498849,13.4692462595729,351.437680448082,8.9632976532481,18.4532803498849,25,0.191590375,0.230577291666667,0.07108168
879_S.JPG,8.16916063414343,142.899068915352,5.91713010158779,11.9798451281768,8.16916063414343,142.899068915352,5.91713010158779,11.9798451281768,25,0.210235666666667,0.185722916666667,0.05226287
87_AS.JPG,2.504280220415,13.3190362669908,1.75587386931792,2.98232455611846,2.504280220415,13.3190362669908,1.75587386931792,2.98232455611846,25,0.210917208333333,0.640975541666667,0.03875104
87_D.JPG,1.91194892394459,7.92879763984532,1.2624452846044,2.24111283936757,1.91194892394459,7.92879763984532,1.2624452846044,2.24111283936757,25,0.212474625,0.194621916666667,0.03220468
87_S.JPG,2.89882873506578,16.665884277365,1.87125359914379,3.737173120908,2.89882873506578,16.665884277365,1.87125359914379,3.737173120908,25,0.218724416666667,0.216608166666667,0.05029128
880_AS.JPG,18.5742424366708,1345.92940925947,22.9288932355642,35.9399503697484,18.5742424366708,1345.92940925947,22.9288932355642,35.9399503697484,25,0.184144791666667,0.188554166666667,0.06752261
880_D.JPG,15.6102586131539,801.313453865212,10.0667508899281,22.167562592317,15.6102586131539,801.313453865212,10.0667508899281,22.167562592317,25,0.17025275,0.162168625,0.05357763
880_S.JPG,18.0389579418387,1543.55843688931,12.367337402974,30.5201902933555,18.0389579418387,1543.55843688931,12.367337402974,30.5201902933555,25,0.167272583333333,0.169603666666667,0.06752647
881_AS.JPG,3.48488529363005,39.7946968138007,3.0978525960051,5.94064914319474,3.50897074499893,40.1310107384364,3.11631562444621,5.9729368422857,24,0.236543625,0.204971375,0.08385535
881_D.JPG,12.0221652079032,350.533752475006,8.77568632151521,17.4961230983645,12.0221652079032,350.533752475006,8.77568632151521,17.4961230983645,25,0.231985833333333,0.222712375,0.06618189
881_S.JPG,9.97391470689796,262.971498811854,7.73396793858375,14.9561770356382,9.97391470689796,262.971498811854,7.73396793858375,14.9561770356382,25,0.208927166666667,0.215961541666667,0.06210464
882_AS.JPG,4.91281172316636,54.9045128552324,4.39241312449389,6.61717769930076,4.91281172316636,54.9045128552324,4.39241312449389,6.61717769930076,25,0.203394958333333,0.211433083333333,0.04969808
882_D.JPG,7.77424826549809,127.923330782133,6.15249672944621,10.6934193340697,7.77424826549809,127.923330782133,6.15249672944621,10.6934193340697,25,0.192598875,0.205133,0.03859567
882_S.JPG,3.88273192098711,36.3799146215287,3.33049915561502,5.31359663790725,3.88273192098711,36.3799146215287,3.33049915561502,5.31359663790725,25,0.191676791666667,0.310801583333333,0.04701294
883_AS.JPG,4.41191455269375,35.0291175823216,3.26696034866327,4.68649181254601,4.41191455269375,35.0291175823216,3.26696034866327,4.68649181254601,25,0.219108166666667,0.188161583333333,0.0281426
883_D.JPG,4.7187869423678,18.3622148938212,1.95269652633813,4.74694932226264,4.7187869423678,18.3622148938212,1.95269652633813,4.74694932226264,25,0.207807125,0.206521625,0.04393056
883_S.JPG,3.57619894590608,23.2380050218698,2.63715990576105,3.98470416431996,3.57619894590608,23.2380050218698,2.63715990576105,3.98470416431996,25,0.19372325,0.210375916666667,0.04967865
884_AS.JPG,11.5546387697202,251.27822008662,10.9206098394376,15.1225074462006,11.5546387697202,251.27822008662,10.9206098394376,15.1225074462006,25,0.204768791666667,0.1821425,0.04492255
884_D.JPG,6.46829494559584,93.9841642559177,7.52922049620681,9.38387550023489,6.46829494559584,93.9841642559177,7.52922049620681,9.38387550023489,25,0.218743625,0.177937166666667,0.03960428
884_S.JPG,4.14221316407324,39.6751215958068,4.85446448930679,5.8132024136854,4.14221316407324,39.6751215958068,4.85446448930679,5.8132024136854,25,0.188570875,0.210637708333333,0.0335138
885_AS.JPG,2.27299625389473,14.9578584050431,1.99937960105883,3.03280174217911,2.27299625389473,14.9578584050431,1.99937960105883,3.03280174217911,25,0.19981575,0.187200458333333,0.06052431
885_D.JPG,6.86960246519429,156.005421499504,4.61571236151539,9.69514997058139,7.01609451157363,159.930371330939,4.65995572419151,9.96790778773192,23,0.190457833333333,0.2098715,0.09281429
885_S.JPG,8.77349348862351,295.264997930233,7.1193348255028,12.0620330017128,8.84387833521375,297.669043118468,7.15956860573384,12.1429826521796,21,0.185656041666667,0.239653083333333,0.1080644
886_AS.JPG,2.63811693272631,10.8158399456847,1.6095660731933,2.53003187819354,2.63811693272631,10.8158399456847,1.6095660731933,2.53003187819354,25,0.211667375,0.218893541666667,0.0508105
