ImageName,DeltaE00_Orig,MSE_Orig,MAE_Orig,DeltaE76_Orig,DeltaE00_Mod,MSE_Mod,MAE_Mod,DeltaE76_Mod,DynamicK,Time_Orig,Time_Mod,FallbackUsed
1405_D.JPG,NaN,NaN,NaN,NaN,1.92613073016639,8.27905276782948,1.40239255221869,2.09224667243357,25,NaN,0.0582970416666667,0
1405_F.JPG,NaN,NaN,NaN,NaN,7.40260824805505,92.5696160165085,5.44727497174114,8.86388672232671,25,NaN,0.0546949583333333,0
1405_S.JPG,NaN,NaN,NaN,NaN,4.23943391887028,41.4801524417756,3.23328387307224,5.8566472634847,25,NaN,0.0713117916666667,0
1405_T.JPG,NaN,NaN,NaN,NaN,3.74788630521937,30.7284618936145,3.38808718992223,4.51531897836707,25,NaN,0.05363275,0
1406_AS.JPG,NaN,NaN,NaN,NaN,6.70911799131868,90.6799491415124,5.82088565871632,9.36030466907088,25,NaN,0.05795675,0
1406_AU.JPG,NaN,NaN,NaN,NaN,6.42569642971941,83.9949977058296,5.58969817752954,8.81471024024854,25,NaN,0.05888,0
1406_D.JPG,NaN,NaN,NaN,NaN,7.36661349793775,105.41842278529,6.11257712762536,10.1515810946237,25,NaN,0.06056075,0
1406_F.JPG,NaN,NaN,NaN,NaN,8.17323934204538,169.462122315331,7.17905198383476,11.4224765868037,25,NaN,0.059907,0
1406_S.JPG,NaN,NaN,NaN,NaN,5.69460886121858,68.7551740585427,4.75761563536832,7.95070802255173,25,NaN,0.0585294583333333,0
1406_T.JPG,NaN,NaN,NaN,NaN,10.7594426882847,308.278615419212,10.1475516162931,14.3725403465148,25,NaN,0.0542796666666667,0
1407_AS.JPG,NaN,NaN,NaN,NaN,4.81607696456331,15.7541336844854,1.95897973457142,4.38215206277984,25,NaN,0.0592334166666667,0
1407_AU.JPG,NaN,NaN,NaN,NaN,4.9112706519977,12.7726718228604,1.77209794368854,4.56882335398999,25,NaN,0.060994875,0
1407_D.JPG,NaN,NaN,NaN,NaN,8.11545539386688,85.4756409711622,4.86774894667293,10.2079561454321,25,NaN,0.05543425,0
1407_F.JPG,NaN,NaN,NaN,NaN,5.0653104356861,44.3052072655255,2.4225527882902,5.32629909779069,25,NaN,0.05266125,0
1407_S.JPG,NaN,NaN,NaN,NaN,6.61852324321571,36.2867393130094,3.40632047335415,7.5195861320171,25,NaN,0.0546337083333333,0
1407_T.JPG,NaN,NaN,NaN,NaN,9.24199195899232,292.308804410155,7.92259312291622,9.64213646308279,25,NaN,0.0555992916666667,0
1408_AS.JPG,NaN,NaN,NaN,NaN,7.07049789216904,110.357906818962,5.25371932123459,12.4410740798321,25,NaN,0.0535443333333333,0
1408_AU.JPG,NaN,NaN,NaN,NaN,7.52797539250749,124.243767424117,5.52814048748755,13.1511103704433,25,NaN,0.0600329166666667,0
