ImageName,DeltaE00_Orig,MSE_Orig,MAE_Orig,DeltaE76_Orig,DeltaE00_Mod,MSE_Mod,MAE_Mod,DeltaE76_Mod,DynamicK,Time_Orig,Time_Mod
1000_AS.JPG,NaN,NaN,NaN,NaN,5.20028079982449,35.5781438370848,2.91360873624456,4.92217444620434,25,NaN,0.374002666666667
1000_D.JPG,NaN,NaN,NaN,NaN,5.22211336736203,43.6876743605328,3.03836478181728,6.59961984160092,25,NaN,0.357304166666667
1000_S.JPG,NaN,NaN,NaN,NaN,3.27113885823283,10.7025088818533,1.07047890769352,3.01606245700841,25,NaN,0.140251458333333
1001_AS.JPG,NaN,NaN,NaN,NaN,3.78156744812238,29.9682000764883,2.57087150906674,4.42813391103552,25,NaN,0.085496875
1001_D.JPG,NaN,NaN,NaN,NaN,2.89736993890787,13.374642087929,1.61228858792887,3.05251667100522,25,NaN,0.0861427083333333
1001_S.JPG,NaN,NaN,NaN,NaN,4.65388568971947,49.0438231908401,3.20110673774316,5.67320397928756,25,NaN,0.0836612083333333
1002_AS.JPG,NaN,NaN,NaN,NaN,1.59774810076934,3.39403487043547,0.795922206651232,1.43476393972292,25,NaN,0.0951944583333333
1002_D.JPG,NaN,NaN,NaN,NaN,4.17717924182846,12.1044690248797,1.58283492049339,3.88762923521277,25,NaN,0.350546791666667
1002_S.JPG,NaN,NaN,NaN,NaN,1.65141268603612,4.34359224594271,0.795518669741416,1.49559302396459,25,NaN,0.0822354583333333
1003_AS.JPG,NaN,NaN,NaN,NaN,2.66565167817073,15.6240062374698,2.00916254724946,3.40613865608277,25,NaN,0.0828055416666667
1003_D.JPG,NaN,NaN,NaN,NaN,4.22977259250758,23.2502245231301,2.67112881981286,4.99367962749879,25,NaN,0.107346
1003_S.JPG,NaN,NaN,NaN,NaN,4.83294631027973,50.925211476677,4.06191770244917,6.42474120799732,25,NaN,0.08359725
1004_AS.JPG,NaN,NaN,NaN,NaN,3.43496519008469,26.3186533482236,3.22840967603556,4.65768123264801,25,NaN,0.0761063333333333
1004_D.JPG,NaN,NaN,NaN,NaN,3.88341780602482,33.9782123041063,3.68107457790936,5.15668907862324,25,NaN,0.0760969166666667
1004_S.JPG,NaN,NaN,NaN,NaN,2.49731788499927,10.477036571607,1.85447839469606,3.15176786961799,25,NaN,0.0771816666666667
1005_AS.JPG,NaN,NaN,NaN,NaN,1.96938331899385,6.31714459098594,1.13932070484191,2.32534685137804,25,NaN,0.0797117083333333
1005_D.JPG,NaN,NaN,NaN,NaN,2.37041193537492,7.1108406594797,0.991630956435506,2.28353306221777,25,NaN,0.0838130833333333
1005_S.JPG,NaN,NaN,NaN,NaN,2.74591818700037,11.4681072115254,1.53050801965549,3.2099876548395,25,NaN,0.096439875
1006_AS.JPG,NaN,NaN,NaN,NaN,2.25089546752398,13.4129377842945,1.71490469299438,3.13520051499983,25,NaN,0.078418375
1006_D.JPG,NaN,NaN,NaN,NaN,1.72504779029569,8.5120106147756,1.35511073851849,2.2755186846452,25,NaN,0.07856225
1006_S.JPG,NaN,NaN,NaN,NaN,2.33076381024186,15.5656326109283,1.88881837603787,2.93869786839506,25,NaN,0.074038875
1007_AS.JPG,NaN,NaN,NaN,NaN,1.80944672515259,4.75440058173096,1.06154704310323,1.68157339034828,25,NaN,0.07051625
1007_D.JPG,NaN,NaN,NaN,NaN,4.97116787667527,25.8215350268019,1.87351173875083,4.72711360073355,25,NaN,0.0691935
1007_S.JPG,NaN,NaN,NaN,NaN,3.00030969576228,13.9721328718573,1.85316127262753,3.24822661823783,25,NaN,0.0734840833333333
1008_AS.JPG,NaN,NaN,NaN,NaN,6.42346808896918,85.6627707944705,4.76346975819191,8.12709126420357,25,NaN,0.0743332916666667
1008_D.JPG,NaN,NaN,NaN,NaN,5.81149735664222,71.2040302916437,4.40701521963308,7.32561354754193,25,NaN,0.0678335
1008_S.JPG,NaN,NaN,NaN,NaN,3.39873614734729,26.9186765525279,2.49560047151081,4.28294420599487,25,NaN,0.0906
